title,features_handheld,features_max_players,features_multiplatform,features_online,metadata_genres,metadata_licensed,metadata_publishers,metadata_sequel,metrics_review_score,metrics_sales,metrics_used_price,release_console,release_rating,release_rerelease,release_year,length_all_playstyles_average,length_all_playstyles_leisure,length_all_playstyles_median,length_all_playstyles_polled,length_all_playstyles_rushed,length_completionists_average,length_completionists_leisure,length_completionists_median,length_completionists_polled,length_completionists_rushed,length_main_extras_average,length_main_extras_leisure,length_main_extras_median,length_main_extras_polled,length_main_extras_rushed,length_main_story_average,length_main_story_leisure,length_main_story_median,length_main_story_polled,length_main_story_rushed
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,67,0.17,17.95,PlayStation 3,E,TRUE,2007,12.38333333,15.65,12.25,25,8.816666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.53333333,14.13333333,10,14,7.8
College Hoops 2K7,TRUE,6,TRUE,TRUE,Sports,TRUE,2K,TRUE,81,0.16,6.95,PlayStation 3,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The BIGS,TRUE,4,TRUE,TRUE,"Action,Simulation,Sports",TRUE,2K,TRUE,80,0.16,22.95,PlayStation 3,T,TRUE,2007,16.81666667,30.06666667,10.13333333,4,6.916666667,46.68333333,46.68333333,46.68333333,1,46.68333333,0,0,0,0,0,6.866666667,11.7,0.533333333,3,2.033333333
Stuntman: Ignition,TRUE,4,TRUE,TRUE,"Action,Racing / Driving",TRUE,THQ,TRUE,76,0.16,16.95,PlayStation 3,E,TRUE,2007,8.2,11.13333333,6.333333333,10,5.8,13.1,14.51666667,15,3,11.68333333,6.333333333,6.416666667,6.333333333,2,6.25,6.016666667,7.816666667,5.266666667,5,5
Mortal Kombat: Armageddon,TRUE,4,TRUE,TRUE,"Action,Racing / Driving",TRUE,Midway,TRUE,71,0.16,24.95,Nintendo Wii,E,TRUE,2007,13.13333333,22.86666667,8.333333333,17,8.366666667,27.5,31.25,27.5,2,23.75,16.45,24.68333333,12.31666667,5,10.18333333,8.6,11.15,8,10,7.15
Def Jam: Icon,TRUE,2,TRUE,TRUE,Action,TRUE,EA,TRUE,68,0.16,16.95,PlayStation 3,E,TRUE,2007,8,8.25,8,2,7.75,0,0,0,0,0,0,0,0,0,0,8,8.25,8,2,7.75
Soulcalibur Legends,TRUE,2,TRUE,TRUE,Action,TRUE,Namco,TRUE,52,0.16,16.95,Nintendo Wii,E,TRUE,2007,10.03333333,15.05,9.25,6,5.816666667,0,0,0,0,0,4.866666667,6.3,4.866666667,2,3.433333333,12.6,16,10.48333333,4,10.26666667
Surf's Up,TRUE,2,TRUE,TRUE,Sports,TRUE,Ubisoft,TRUE,64,0.16,16.95,Nintendo Wii,T,TRUE,2007,1.283333333,1.616666667,1.283333333,2,0.966666667,0,0,0,0,0,0,0,0,0,0,1.283333333,1.616666667,1.283333333,2,0.966666667
Planet Puzzle League,TRUE,1,TRUE,TRUE,Strategy,TRUE,Nintendo,TRUE,86,0.16,17.95,Nintendo DS,E,TRUE,2007,0.316666667,0.316666667,0.316666667,1,0.316666667,0,0,0,0,0,0,0,0,0,0,0.316666667,0.316666667,0.316666667,1,0.316666667
DiRT,TRUE,1,TRUE,TRUE,"Racing / Driving,Simulation,Sports",TRUE,,TRUE,83,0.16,17.95,PlayStation 3,E,TRUE,2007,16.03333333,35.25,13,34,10.75,39,47.25,38,3,30.75,15.08333333,20.26666667,14,13,11.63333333,12.9,17.45,12.88333333,18,9.95
TMNT,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,60,0.16,17.95,Nintendo Wii,E,TRUE,2007,4.916666667,6.466666667,5,32,3.466666667,5.183333333,6.166666667,5,10,4.4,5.5,6.8,5.75,4,4.05,4.65,5.466666667,4.75,18,3.35
Soldier of Fortune: Payback,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,50,0.16,13.95,X360,M,TRUE,2007,3.783333333,5.75,3.25,16,2.6,0,0,0,0,0,7,7.5,7,2,6.5,3.333333333,4.083333333,3,14,2.433333333
Dynasty Warriors: Gundam,TRUE,2,TRUE,TRUE,Action,TRUE,Namco,TRUE,60,0.15,22.95,PlayStation 3,E,TRUE,2007,62.06666667,94.35,50.8,16,32.71666667,100.8833333,116.6,101,6,80.5,49.75,66.3,47.5,4,34.3,31.46666667,42.93333333,37.06666667,6,21.63333333
Disney Pirates of the Caribbean: At World's End,TRUE,2,TRUE,TRUE,Action,TRUE,Disney,TRUE,55,0.15,14.95,PlayStation 3,M,TRUE,2007,10.31666667,20.26666667,7,11,6.816666667,31.9,31.9,31.9,1,31.9,11.71666667,12.5,12.46666667,4,10.53333333,5.8,6.433333333,5.916666667,6,5.433333333
Bee Movie Game,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,71,0.15,12.95,X360,T,TRUE,2007,5.766666667,6.266666667,5.633333333,4,5.35,6,6,6,1,6,5.266666667,5.266666667,5.266666667,1,5.266666667,5.916666667,6.366666667,5.916666667,2,5.45
Dynasty Warriors: Gundam,TRUE,2,TRUE,TRUE,Action,TRUE,Namco,TRUE,55,0.15,22.95,X360,M,TRUE,2007,62.06666667,94.35,50.8,16,32.71666667,100.8833333,116.6,101,6,80.5,49.75,66.3,47.5,4,34.3,31.46666667,42.93333333,37.06666667,6,21.63333333
Golden Axe,TRUE,2,TRUE,TRUE,Action,TRUE,Sega,TRUE,45,0.15,14.95,X360,M,TRUE,2007,1.183333333,3.433333333,1,58,0.7,1.383333333,1.716666667,1.5,9,1.033333333,1.116666667,1.216666667,1.083333333,4,1.05,1.15,3.366666667,0.75,45,0.633333333
Dementium: The Ward,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,72,0.15,17.95,Nintendo DS,M,TRUE,2007,4.016666667,5.25,4,9,3.2,4.116666667,5.15,3.5,5,3.1,0,0,0,0,0,3.883333333,3.966666667,4,4,3.733333333
Rondo of Swords,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,69,0.15,19.95,Nintendo DS,E,TRUE,2007,23.23333333,31.73333333,17.7,7,18.23333333,36.5,39.75,36.5,2,33.25,17,17,17,1,17,18.16666667,19.86666667,17.35,4,16.86666667
Disgaea: Afternoon of Darkness,TRUE,1,TRUE,TRUE,"Role-Playing (RPG),Strategy",TRUE,,TRUE,87,0.15,17.95,Sony PSP,M,TRUE,2007,87.5,453.7666667,59.6,44,37.73333333,315.1,533.45,150.7166667,4,178.95,97.51666667,123.15,99.53333333,15,78.4,45.08333333,75.51666667,40.8,25,22.43333333
NASCAR 08,TRUE,1,TRUE,TRUE,"Racing / Driving,Sports",TRUE,EA,TRUE,57,0.15,14.95,PlayStation 3,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dragon Quest Swords: The Masked Queen and the T...,TRUE,1,TRUE,TRUE,Action,TRUE,SquareEnix,TRUE,65,0.15,16.95,Nintendo Wii,T,TRUE,2007,12.01666667,22.11666667,9.3,19,8.816666667,11.31666667,11.31666667,11.31666667,1,11.31666667,17.36666667,24.38333333,13,7,11.58333333,8.683333333,10.13333333,8.5,11,7.783333333
Call of Juarez,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,71,0.15,14.95,X360,E,TRUE,2007,8.633333333,20.8,8.2,98,6.75,11.21666667,21.85,9.833333333,13,8.75,9,11,9,26,8,7.916666667,10.73333333,8,59,6.516666667
College Hoops 2K8,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,81,0.15,9.95,X360,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Sonata,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Namco,TRUE,79,0.15,27.95,X360,M,TRUE,2007,38.15,117.95,33.7,132,23.95,70.66666667,132.85,60.76666667,14,48.85,41.3,67.68333333,39.45,50,31.68333333,29.13333333,43.16666667,30,68,20.78333333
Kingdom Under Fire: Circle of Doom,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG)",TRUE,Microsoft,TRUE,55,0.15,14.95,X360,E,TRUE,2007,107.8333333,240.7,55,6,44.7,184.3333333,275.8333333,119,3,92.83333333,76,76,76,1,76,9,9.5,9,2,8.5
Vampire Rain,TRUE,1,TRUE,TRUE,Action,TRUE,Microsoft,TRUE,38,0.15,11.95,X360,T,TRUE,2007,10.88333333,11.66666667,10.5,3,10.08333333,0,0,0,0,0,0,0,0,0,0,10.88333333,11.66666667,10.5,3,10.08333333
All-Pro Football 2K8,TRUE,6,TRUE,TRUE,Sports,TRUE,2K,TRUE,73,0.14,9.95,PlayStation 3,T,TRUE,2007,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
Mercury Meltdown,TRUE,2,TRUE,TRUE,Strategy,TRUE,,TRUE,77,0.14,12.95,Nintendo Wii,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conan,TRUE,1,TRUE,TRUE,"Action,Adventure",TRUE,THQ,TRUE,69,0.14,17.95,PlayStation 3,E,TRUE,2007,7.183333333,13.28333333,6,28,5.566666667,16.5,18.25,16.5,2,14.75,7.666666667,8.6,8.75,3,6.716666667,6.3,8.766666667,6,23,5.35
Godzilla: Unleashed,TRUE,1,TRUE,TRUE,Action,TRUE,Atari,TRUE,44,0.14,24.95,Nintendo Wii,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA Live 08,TRUE,1,TRUE,TRUE,Sports,TRUE,EA,TRUE,52,0.14,14.95,Nintendo Wii,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conan,TRUE,1,TRUE,TRUE,"Action,Adventure",TRUE,THQ,TRUE,69,0.14,14.95,X360,E,TRUE,2007,7.183333333,13.28333333,6,28,5.566666667,16.5,18.25,16.5,2,14.75,7.666666667,8.6,8.75,3,6.716666667,6.3,8.766666667,6,23,5.35
Spider-Man: Friend or Foe,TRUE,2,TRUE,TRUE,Action,TRUE,Activision,TRUE,59,0.13,17.95,Nintendo Wii,T,TRUE,2007,11.11666667,17.51666667,9,17,7,17.15,20.88333333,16.4,6,12.96666667,6.9,8.416666667,6.816666667,4,5.4,8.35,10.58333333,8,7,6.833333333
College Hoops 2K8,TRUE,7,TRUE,TRUE,Sports,TRUE,2K,TRUE,82,0.12,12.95,PlayStation 3,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA 08,TRUE,4,TRUE,TRUE,Sports,TRUE,Sony,TRUE,63,0.12,9.95,PlayStation 3,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrillville: Off the Rails,TRUE,4,TRUE,TRUE,"Simulation,Strategy",TRUE,,TRUE,73,0.12,17.95,X360,E,TRUE,2007,12.15,21.43333333,9.633333333,7,7.733333333,10.75,11.3,10.75,2,10.18333333,32,32,32,1,32,7.883333333,9.083333333,8.5,4,6.383333333
Geometry Wars: Galaxies,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,79,0.12,14.95,Nintendo DS,T,TRUE,2007,18.5,22.75,18.5,2,14.25,0,0,0,0,0,27,27,27,1,27,10,10,10,1,10
Rayman Raving Rabbids,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,56,0.12,17.95,Nintendo DS,M,TRUE,2007,6.7,8.216666667,6.183333333,27,5.133333333,8.1,8.55,8.1,2,7.65,8.266666667,9.1,8.133333333,8,6.766666667,5.8,6.95,6,17,4.866666667
WordJong,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,77,0.12,17.95,Nintendo DS,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warhammer 40,000: Squad Command",TRUE,1,TRUE,TRUE,Strategy,TRUE,THQ,TRUE,67,0.12,17.95,Sony PSP,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beowulf: The Game,TRUE,1,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,51,0.12,12.95,PlayStation 3,T,TRUE,2007,10.85,14.23333333,8.083333333,5,7.816666667,0,0,0,0,0,8.083333333,8.083333333,8.083333333,1,8.083333333,11.53333333,15,10.5,4,8.6
The Golden Compass,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,40,0.12,12.95,PlayStation 3,M,TRUE,2007,8.566666667,12.13333333,7,5,6.383333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.583333333,7.1,6.983333333,4,5.883333333
Scarface: The World is Yours,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,,TRUE,71,0.12,22.95,Nintendo Wii,M,TRUE,2007,24.78333333,32.45,23.06666667,25,18.3,29.55,34.88333333,28,8,23.63333333,25.5,31.13333333,23.06666667,11,21.13333333,17.11666667,19.45,17.13333333,6,14.9
Hot Wheels: Beat That!,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Activision,TRUE,43,0.12,19.95,X360,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHL 2K8 ,TRUE,1,TRUE,TRUE,Sports,TRUE,2K,TRUE,71,0.12,6.95,X360,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBA Street Homecourt,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,81,0.11,14.95,PlayStation 3,E,TRUE,2007,18.31666667,26.5,7.716666667,3,10.11666667,7.716666667,7.716666667,7.716666667,1,7.716666667,23.61666667,31.8,23.61666667,2,15.41666667,0,0,0,0,0
Geometry Wars: Galaxies,TRUE,2,TRUE,TRUE,Action,TRUE,,TRUE,80,0.11,16.95,Nintendo Wii,T,TRUE,2007,18.5,22.75,18.5,2,14.25,0,0,0,0,0,27,27,27,1,27,10,10,10,1,10
Final Fantasy: Crystal Chronicles - Echoes of Time,TRUE,1,TRUE,TRUE,Action,TRUE,SquareEnix,TRUE,75,0.11,24.95,Nintendo DS,T,TRUE,2007,17.93333333,23.31666667,18.36666667,17,14.45,27,27,27,1,27,22.6,25.63333333,22.96666667,4,19.38333333,15.61666667,17.83333333,15.7,12,13.2
Godzilla Unleashed: Double Smash,TRUE,1,TRUE,TRUE,Action,TRUE,Atari,TRUE,28,0.11,17.95,Nintendo DS,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX vs. ATV Untamed,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,THQ,TRUE,61,0.11,17.95,Nintendo DS,E,TRUE,2007,12,12,12,1,12,0,0,0,0,0,0,0,0,0,0,12,12,12,1,12
WWE SmackDown vs. Raw 2008,TRUE,1,TRUE,TRUE,Sports,TRUE,THQ,TRUE,61,0.11,14.95,Nintendo DS,T,TRUE,2007,25.31666667,42.1,13.1,14,11.95,45.03333333,56.38333333,50.5,5,26.23333333,30.9,35.68333333,30.9,2,26.11666667,9.65,12.4,10,7,7.4
The BIGS,TRUE,1,TRUE,TRUE,"Action,Simulation,Sports",TRUE,2K,TRUE,72,0.11,16.95,Sony PSP,M,TRUE,2007,16.81666667,30.06666667,10.13333333,4,6.916666667,46.68333333,46.68333333,46.68333333,1,46.68333333,0,0,0,0,0,6.866666667,11.7,0.533333333,3,2.033333333
Brave Story: New Traveler,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,,TRUE,76,0.11,17.95,Sony PSP,T,TRUE,2007,26.16666667,32.6,25.25,31,21.73333333,28.65,31.01666667,26,3,26.28333333,27.7,33.38333333,26.86666667,16,23.13333333,23.5,26.83333333,23.83333333,12,20.71666667
WipEout Pulse,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sony,TRUE,82,0.11,16.95,Sony PSP,T,TRUE,2007,8.666666667,9.916666667,9,9,7.283333333,10,10,10,2,10,9.75,10.13333333,9.75,2,9.366666667,7.716666667,9.166666667,7,5,6.533333333
TimeShift,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,70,0.11,16.95,PlayStation 3,M,TRUE,2007,8.5,11.85,8.916666667,78,6.35,9.066666667,9.516666667,9,5,8.516666667,10.2,12.55,10,9,8.716666667,8.216666667,10.65,8.4,64,6.15
Star Trek: Conquest,TRUE,1,TRUE,TRUE,"Action,Strategy",TRUE,,TRUE,49,0.11,27.95,Nintendo Wii,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beautiful Katamari,TRUE,1,TRUE,TRUE,Action,TRUE,Namco,TRUE,73,0.11,17.95,X360,M,TRUE,2007,14.55,55.13333333,6,33,6.3,100,100,100,2,100,18.11666667,32.51666667,8,8,8.516666667,5.866666667,8.283333333,6,23,4.133333333
Hour of Victory,TRUE,1,TRUE,TRUE,Action,TRUE,Midway,TRUE,37,0.11,12.95,X360,M,TRUE,2007,6.133333333,7.2,6.15,4,5.066666667,0,0,0,0,0,7,7,7,1,7,5.85,6.916666667,5.316666667,3,4.783333333
Fantastic Four: Rise of the Silver Surfer,TRUE,4,TRUE,TRUE,Action,TRUE,2K,TRUE,47,0.1,14.95,PlayStation 3,M,TRUE,2007,7.6,9.5,6.416666667,7,5.683333333,0,0,0,0,0,10.33333333,11.08333333,10,3,9.583333333,5.566666667,6.033333333,5.75,4,5.016666667
SEGA Rally Revo,TRUE,2,TRUE,TRUE,"Racing / Driving,Simulation",TRUE,Sega,TRUE,77,0.1,14.95,X360,E,TRUE,2007,34,34,34,1,34,34,34,34,1,34,0,0,0,0,0,0,0,0,0,0
7 Wonders of the Ancient World,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,60,0.1,17.95,Nintendo DS,T,TRUE,2007,7.483333333,11.83333333,4.85,4,4.466666667,0,0,0,0,0,0,0,0,0,0,7.483333333,11.83333333,4.85,4,4.466666667
Draglade,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,71,0.1,16.95,Nintendo DS,M,TRUE,2007,4.916666667,6.016666667,4.066666667,4,4.233333333,0,0,0,0,0,7.566666667,7.566666667,7.566666667,1,7.566666667,4.033333333,4.05,4.066666667,3,4.016666667
Final Fantasy Fables: Chocobo Tales,TRUE,1,TRUE,TRUE,Action,TRUE,SquareEnix,TRUE,75,0.1,17.95,Nintendo DS,M,TRUE,2007,17.2,27.56666667,12.25,17,11.06666667,26.1,32.46666667,22.95,7,21.08333333,14.46666667,16.31666667,12,3,12.61666667,9.45,10.83333333,9.383333333,7,8.416666667
Marvel Trading Card Game,TRUE,1,TRUE,TRUE,Strategy,TRUE,Konami,TRUE,61,0.1,16.95,Nintendo DS,M,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crazy Taxi: Fare Wars,TRUE,1,TRUE,TRUE,"Action,Racing / Driving",TRUE,Sega,TRUE,64,0.1,17.95,Sony PSP,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Golden Compass,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,28,0.1,14.95,Sony PSP,E,TRUE,2007,8.566666667,12.13333333,7,5,6.383333333,0,0,0,0,0,16.5,16.5,16.5,1,16.5,6.583333333,7.1,6.983333333,4,5.883333333
Harry Potter and the Order of the Phoenix,TRUE,1,TRUE,TRUE,Action,TRUE,EA,TRUE,52,0.1,16.95,Sony PSP,E,TRUE,2007,12.38333333,15.65,12.25,25,8.816666667,15.2,17.05,15,10,14.05,10,10,10,1,10,10.53333333,14.13333333,10,14,7.8
Bladestorm: The Hundred Years' War,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG),Strategy",TRUE,,TRUE,58,0.1,44.95,PlayStation 3,E,TRUE,2007,51.25,53.11666667,51.25,2,49.36666667,0,0,0,0,0,51.25,53.11666667,51.25,2,49.36666667,0,0,0,0,0
Surf's Up,TRUE,4,TRUE,TRUE,Sports,TRUE,Ubisoft,TRUE,61,0.09,17.95,X360,E,TRUE,2007,1.283333333,1.616666667,1.283333333,2,0.966666667,0,0,0,0,0,0,0,0,0,0,1.283333333,1.616666667,1.283333333,2,0.966666667
Blazing Angels 2: Secret Missions of WWII,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,72,0.09,16.95,X360,M,TRUE,2007,13,14.86666667,12.5,4,11.36666667,0,0,0,0,0,16,16.5,16,2,15.5,10,10,10,2,10
InuYasha: Secret of the Divine Jewel,TRUE,1,TRUE,TRUE,Role-Playing (RPG),TRUE,Namco,TRUE,46,0.09,24.95,Nintendo DS,T,TRUE,2007,9.566666667,9.566666667,9.566666667,1,9.566666667,0,0,0,0,0,9.566666667,9.566666667,9.566666667,1,9.566666667,0,0,0,0,0
The Settlers,TRUE,1,TRUE,TRUE,Strategy,TRUE,Ubisoft,TRUE,39,0.09,17.95,Nintendo DS,T,TRUE,2007,7.183333333,9.5,4.833333333,3,4.866666667,13,13,13,1,13,4.833333333,4.833333333,4.833333333,1,4.833333333,3.75,3.75,3.75,1,3.75
Shrek the Third,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,57,0.09,22.95,Sony PSP,T,TRUE,2007,5.116666667,5.966666667,4.75,4,4.466666667,5.5,5.5,5.5,1,5.5,7,7,7,1,7,4,4,4,2,4
Ratatouille,TRUE,1,TRUE,TRUE,Action,TRUE,THQ,TRUE,55,0.09,17.95,PlayStation 3,T,TRUE,2007,13.2,19.8,12.5,6,7.666666667,15,15,15,2,15,26.75,26.75,26.75,1,26.75,7.5,9.366666667,10,3,5.616666667
Soldier of Fortune: Payback,TRUE,1,TRUE,TRUE,Action,TRUE,Activision,TRUE,50,0.09,14.95,PlayStation 3,E,TRUE,2007,3.783333333,5.75,3.25,16,2.6,0,0,0,0,0,7,7.5,7,2,6.5,3.333333333,4.083333333,3,14,2.433333333
Heatseeker,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,62,0.09,17.95,Nintendo Wii,T,TRUE,2007,9.75,9.75,9.75,1,9.75,0,0,0,0,0,0,0,0,0,0,9.75,9.75,9.75,1,9.75
NHL 2K8,TRUE,7,TRUE,TRUE,Sports,TRUE,,TRUE,74,0.08,9.95,PlayStation 3,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCAA March Madness 08,TRUE,4,TRUE,TRUE,Sports,TRUE,EA,TRUE,67,0.08,12.95,PlayStation 3,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantastic Four: Rise of the Silver Surfer,TRUE,4,TRUE,TRUE,Action,TRUE,2K,TRUE,45,0.08,14.95,X360,E,TRUE,2007,7.6,9.5,6.416666667,7,5.683333333,0,0,0,0,0,10.33333333,11.08333333,10,3,9.583333333,5.566666667,6.033333333,5.75,4,5.016666667
Monster Madness: Battle for Suburbia,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,55,0.08,14.95,X360,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro Evolution Soccer 2008,TRUE,4,TRUE,TRUE,Sports,TRUE,Konami,TRUE,76,0.08,14.95,X360,M,TRUE,2007,63.8,76.65,70,3,50.95,78.2,82.3,78.2,2,74.1,35,35,35,1,35,0,0,0,0,0
Blazing Angels 2: Secret Missions of WWII,TRUE,2,TRUE,TRUE,Action,TRUE,Ubisoft,TRUE,70,0.08,22.95,PlayStation 3,T,TRUE,2007,13,14.86666667,12.5,4,11.36666667,0,0,0,0,0,16,16.5,16,2,15.5,10,10,10,2,10
Cake Mania,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,55,0.08,16.95,Nintendo DS,M,TRUE,2007,6,7.083333333,5.866666667,4,4.966666667,6.216666667,7.283333333,6.416666667,3,5.15,0,0,0,0,0,5.333333333,5.333333333,5.333333333,1,5.333333333
River King: Mystic Valley,TRUE,1,TRUE,TRUE,"Adventure,Simulation,Sports",TRUE,,TRUE,54,0.08,24.95,Nintendo DS,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch Detective 2 1/2,TRUE,1,TRUE,TRUE,Adventure,TRUE,,TRUE,67,0.08,14.95,Nintendo DS,T,TRUE,2007,6.633333333,7.483333333,6.633333333,9,5.816666667,7.4,7.783333333,7.35,3,7,8.35,8.35,8.35,1,8.35,5.833333333,6.616666667,5.65,5,5.366666667
7 Wonders of the Ancient World,TRUE,1,TRUE,TRUE,Strategy,TRUE,,TRUE,51,0.08,17.95,Sony PSP,E,TRUE,2007,7.483333333,11.83333333,4.85,4,4.466666667,0,0,0,0,0,0,0,0,0,0,7.483333333,11.83333333,4.85,4,4.466666667
Brooktown High,TRUE,1,TRUE,TRUE,Simulation,TRUE,Konami,TRUE,51,0.08,16.95,Sony PSP,T,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crush,TRUE,1,TRUE,TRUE,Action,TRUE,Sega,TRUE,83,0.08,16.95,Sony PSP,E,TRUE,2007,6.883333333,8.116666667,6.6,6,5.716666667,9.5,9.5,9.5,1,9.5,7.666666667,7.9,7.666666667,2,7.433333333,5.5,5.816666667,5.8,3,5.166666667
Jackass: The Game,TRUE,1,TRUE,TRUE,Action,TRUE,,TRUE,58,0.08,17.95,Sony PSP,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Sims 2: Castaway,TRUE,1,TRUE,TRUE,Simulation,TRUE,EA,TRUE,64,0.08,17.95,Sony PSP,T,TRUE,2007,8,8,8,1,8,0,0,0,0,0,8,8,8,1,8,0,0,0,0,0
Test Drive Unlimited,TRUE,1,TRUE,TRUE,Racing / Driving,TRUE,Atari,TRUE,80,0.08,17.95,Sony PSP,M,TRUE,2007,53.4,101.9666667,38.5,22,32.96666667,112.6666667,132.1666667,100,3,93.16666667,55.66666667,96.41666667,50,11,41.41666667,28.08333333,32.01666667,30,8,24.51666667
Thrillville: Off the Rails,TRUE,1,TRUE,TRUE,"Simulation,Strategy",TRUE,,TRUE,72,0.08,16.95,Sony PSP,T,TRUE,2007,12.15,21.43333333,9.633333333,7,7.733333333,10.75,11.3,10.75,2,10.18333333,32,32,32,1,32,7.883333333,9.083333333,8.5,4,6.383333333
Victorious Boxers: Revolution,TRUE,1,TRUE,TRUE,"Action,Simulation,Sports",TRUE,Ubisoft,TRUE,59,0.08,24.95,Nintendo Wii,E,TRUE,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bladestorm: The Hundred Years' War,TRUE,1,TRUE,TRUE,"Action,Role-Playing (RPG),Strategy",TRUE,,TRUE,63,0.08,34.95,X360,T,TRUE,2007,51.25,53.11666667,51.25,2,49.36666667,0,0,0,0,0,51.25,53.11666667,51.25,2,49.36666667,0,0,0,0,0
Looney Tunes: Acme Arsenal,TRUE,4,TRUE,TRUE,Action,TRUE,,TRUE,40,0.07,17.95,X360,M,TRUE,2007,3.833333333,4.466666667,3.15,3,3.2,0,0,0,0,0,0,0,0,0,0,3.833333333,4.466666667,3.15,3,3.2
SEGA Rally Revo,TRUE,2,TRUE,TRUE,"Racing / Driving,Simulation",TRUE,Sega,TRUE,75,0.07,16.95,PlayStation 3,T,TRUE,2007,34,34,34,1,34,34,34,34,1,34,0,0,0,0,0,0,0,0,0,0
